iid,id,gender,condtn,wave,round,order,partner,pid,match,dec_o,dec
162,5,1,2,7,16,12,1,142,0,1,0
162,5,1,2,7,16,13,2,143,0,0,0
162,5,1,2,7,16,16,3,144,1,1,1
162,5,1,2,7,16,1,4,145,0,0,0
162,5,1,2,7,16,7,5,146,0,0,0
162,5,1,2,7,16,6,6,147,0,0,1
162,5,1,2,7,16,5,7,148,0,0,1
162,5,1,2,7,16,4,8,149,0,0,1
162,5,1,2,7,16,11,9,150,0,0,0
162,5,1,2,7,16,9,10,151,1,1,1
162,5,1,2,7,16,15,11,152,0,0,0
162,5,1,2,7,16,14,12,153,0,1,0
162,5,1,2,7,16,2,13,154,0,0,0
162,5,1,2,7,16,8,14,155,0,0,0
162,5,1,2,7,16,10,15,156,0,0,1
162,5,1,2,7,16,3,16,157,0,0,0
146,5,0,2,7,16,12,1,158,0,1,0
146,5,0,2,7,16,13,2,159,0,0,0
146,5,0,2,7,16,2,3,160,0,0,0
146,5,0,2,7,16,14,4,161,0,0,0
146,5,0,2,7,16,7,5,162,0,0,0
146,5,0,2,7,16,10,6,163,0,0,0
146,5,0,2,7,16,1,7,164,1,1,1
146,5,0,2,7,16,9,8,165,0,1,0
146,5,0,2,7,16,3,9,166,0,0,0
146,5,0,2,7,16,11,10,167,0,0,0
146,5,0,2,7,16,6,11,168,0,0,0
146,5,0,2,7,16,16,12,169,0,0,0
146,5,0,2,7,16,15,13,170,0,1,0
146,5,0,2,7,16,4,14,171,0,1,0
146,5,0,2,7,16,8,15,172,0,0,0
146,5,0,2,7,16,5,16,173,0,0,0
188,5,1,1,8,10,10,1,174,0,1,0
188,5,1,1,8,10,9,2,175,1,1,1
188,5,1,1,8,10,6,3,176,0,0,0
188,5,1,1,8,10,3,4,177,0,0,0
188,5,1,1,8,10,7,5,178,0,0,1
188,5,1,1,8,10,8,6,179,0,0,0
188,5,1,1,8,10,1,7,180,0,0,1
188,5,1,1,8,10,4,8,181,0,0,1
188,5,1,1,8,10,5,9,182,0,0,0
188,5,1,1,8,10,2,10,183,0,0,0
178,5,0,1,8,10,6,1,184,0,1,0
178,5,0,1,8,10,2,2,185,0,0,1
178,5,0,1,8,10,5,3,186,1,1,1
178,5,0,1,8,10,8,4,187,0,0,0
178,5,0,1,8,10,7,5,188,0,1,0
178,5,0,1,8,10,1,6,189,0,0,1
178,5,0,1,8,10,3,7,190,0,0,1
178,5,0,1,8,10,9,8,191,0,0,1
178,5,0,1,8,10,10,9,192,0,0,0
178,5,0,1,8,10,4,10,193,0,0,1
218,5,1,2,9,20,4,1,194,0,1,0
218,5,1,2,9,20,8,2,195,0,0,1
218,5,1,2,9,20,7,3,196,0,0,0
218,5,1,2,9,20,5,4,197,0,0,0
218,5,1,2,9,20,16,5,198,0,0,0
218,5,1,2,9,20,1,6,199,0,1,0
218,5,1,2,9,20,20,7,200,0,0,1
218,5,1,2,9,20,11,8,201,0,0,0
218,5,1,2,9,20,14,9,202,0,0,1
218,5,1,2,9,20,13,10,203,0,0,1
218,5,1,2,9,20,19,11,204,0,0,1
218,5,1,2,9,20,15,12,205,0,0,1
218,5,1,2,9,20,18,13,206,1,1,1
218,5,1,2,9,20,6,14,207,0,0,1
218,5,1,2,9,20,17,15,208,0,0,1
218,5,1,2,9,20,2,16,209,0,0,0
218,5,1,2,9,20,3,17,210,0,0,0
218,5,1,2,9,20,9,18,211,0,0,0
218,5,1,2,9,20,12,19,212,0,0,0
218,5,1,2,9,20,10,20,213,0,0,1
198,5,0,2,9,20,10,1,214,0,0,0
198,5,0,2,9,20,12,2,215,0,0,0
198,5,0,2,9,20,19,3,216,0,1,0
198,5,0,2,9,20,5,4,217,0,0,0
198,5,0,2,9,20,16,5,218,0,0,0
198,5,0,2,9,20,13,6,219,0,0,0
198,5,0,2,9,20,1,7,220,0,0,0
198,5,0,2,9,20,8,8,221,0,0,0
198,5,0,2,9,20,3,9,222,0,0,0
198,5,0,2,9,20,17,10,223,0,0,0
198,5,0,2,9,20,15,11,224,0,0,0
198,5,0,2,9,20,20,12,225,0,0,0
198,5,0,2,9,20,14,13,226,0,0,0
198,5,0,2,9,20,11,14,227,0,0,0
198,5,0,2,9,20,6,15,228,0,1,0
198,5,0,2,9,20,9,16,229,0,0,0
198,5,0,2,9,20,18,17,230,0,1,0
198,5,0,2,9,20,7,18,231,0,0,0
198,5,0,2,9,20,2,19,232,0,0,0
198,5,0,2,9,20,4,20,233,0,0,0
247,5,1,1,10,9,9,1,234,0,0,1
247,5,1,1,10,9,2,2,235,0,0,1
247,5,1,1,10,9,3,3,236,0,0,0
247,5,1,1,10,9,4,4,237,0,0,1
247,5,1,1,10,9,8,5,238,0,0,1
247,5,1,1,10,9,7,6,239,0,0,1
247,5,1,1,10,9,6,7,240,0,0,1
247,5,1,1,10,9,1,8,241,0,0,1
247,5,1,1,10,9,5,9,242,0,0,1
238,5,0,1,10,9,6,1,243,0,0,1
238,5,0,1,10,9,3,2,244,1,1,1
238,5,0,1,10,9,5,3,245,0,0,1
238,5,0,1,10,9,1,4,246,0,1,0
238,5,0,1,10,9,8,5,247,0,1,0
238,5,0,1,10,9,2,6,248,0,0,1
238,5,0,1,10,9,4,7,249,0,1,0
238,5,0,1,10,9,9,8,250,1,1,1
238,5,0,1,10,9,7,9,251,0,0,0
277,5,1,2,11,21,18,1,252,0,0,0
277,5,1,2,11,21,4,2,253,0,1,0
277,5,1,2,11,21,12,3,254,0,1,0
277,5,1,2,11,21,13,4,255,0,0,0
277,5,1,2,11,21,7,5,256,0,0,0
277,5,1,2,11,21,11,6,257,0,0,0
277,5,1,2,11,21,5,7,258,1,1,1
277,5,1,2,11,21,1,8,259,1,1,1
277,5,1,2,11,21,8,9,260,1,1,1
277,5,1,2,11,21,3,10,261,1,1,1
277,5,1,2,11,21,17,11,262,0,1,0
277,5,1,2,11,21,14,12,263,0,0,0
277,5,1,2,11,21,15,13,264,0,1,0
277,5,1,2,11,21,19,14,265,0,0,0
277,5,1,2,11,21,10,15,266,0,0,0
277,5,1,2,11,21,21,16,267,0,0,0
277,5,1,2,11,21,9,17,268,1,1,1
277,5,1,2,11,21,20,18,269,0,1,0
277,5,1,2,11,21,2,19,270,0,0,1
277,5,1,2,11,21,16,20,271,0,1,0
277,5,1,2,11,21,6,21,272,0,1,0
256,5,0,2,11,21,20,1,273,0,0,0
256,5,0,2,11,21,1,2,274,0,0,0
256,5,0,2,11,21,14,3,275,0,1,0
256,5,0,2,11,21,6,4,276,0,1,0
256,5,0,2,11,21,7,5,277,0,0,0
256,5,0,2,11,21,21,6,278,0,1,0
256,5,0,2,11,21,2,7,279,1,1,1
256,5,0,2,11,21,13,8,280,0,1,0
256,5,0,2,11,21,11,9,281,0,0,0
256,5,0,2,11,21,10,10,282,1,1,1
256,5,0,2,11,21,9,11,283,0,1,0
256,5,0,2,11,21,12,12,284,0,1,0
256,5,0,2,11,21,4,13,285,0,1,0
256,5,0,2,11,21,15,14,286,0,1,0
256,5,0,2,11,21,16,15,287,0,1,0
256,5,0,2,11,21,17,16,288,0,1,0
256,5,0,2,11,21,18,17,289,1,1,1
256,5,0,2,11,21,5,18,290,0,1,0
256,5,0,2,11,21,19,19,291,0,1,0
256,5,0,2,11,21,8,20,292,0,1,0
256,5,0,2,11,21,3,21,293,0,0,0
312,5,1,2,12,14,5,1,294,0,0,1
312,5,1,2,12,14,4,2,295,0,0,0
312,5,1,2,12,14,11,3,296,0,0,0
312,5,1,2,12,14,10,4,297,0,0,0
312,5,1,2,12,14,13,5,298,0,1,0
312,5,1,2,12,14,3,6,299,0,1,0
312,5,1,2,12,14,6,7,300,0,1,0
312,5,1,2,12,14,2,8,301,0,0,0
312,5,1,2,12,14,12,10,302,0,1,0
312,5,1,2,12,14,1,11,303,0,0,1
312,5,1,2,12,14,7,12,304,0,0,0
312,5,1,2,12,14,14,13,305,0,1,0
312,5,1,2,12,14,8,14,306,0,1,0
312,5,1,2,12,14,9,15,307,1,1,1
298,5,0,2,12,14,14,1,308,0,1,0
298,5,0,2,12,14,3,2,309,0,0,1
298,5,0,2,12,14,10,3,310,0,0,0
298,5,0,2,12,14,5,4,311,0,0,1
298,5,0,2,12,14,13,5,312,0,0,1
298,5,0,2,12,14,7,6,313,0,0,1
298,5,0,2,12,14,8,7,314,0,0,0
298,5,0,2,12,14,9,8,315,0,1,0
298,5,0,2,12,14,11,9,316,0,0,1
298,5,0,2,12,14,1,10,317,0,0,1
298,5,0,2,12,14,12,11,318,0,1,0
298,5,0,2,12,14,4,12,319,0,0,0
298,5,0,2,12,14,2,13,320,0,0,0
298,5,0,2,12,14,6,14,321,0,0,1
336,5,1,1,13,10,5,1,322,0,0,0
336,5,1,1,13,10,9,2,323,0,0,0
336,5,1,1,13,10,8,3,324,1,1,1
336,5,1,1,13,10,10,4,325,0,1,0
336,5,1,1,13,10,7,5,326,0,1,0
336,5,1,1,13,10,3,6,327,0,0,1
336,5,1,1,13,10,6,7,328,0,0,0
336,5,1,1,13,10,4,8,329,0,1,0
336,5,1,1,13,10,1,9,330,0,0,0
336,5,1,1,13,10,2,10,331,0,0,0
326,5,0,1,13,9,9,1,332,0,0,1
326,5,0,1,13,9,8,2,333,0,0,1
326,5,0,1,13,9,6,3,334,0,0,1
326,5,0,1,13,9,2,4,335,0,0,1
326,5,0,1,13,9,7,5,336,0,0,1
326,5,0,1,13,9,4,6,337,1,1,1
326,5,0,1,13,9,5,7,338,1,1,1
326,5,0,1,13,9,3,8,339,0,0,1
326,5,0,1,13,9,1,9,340,0,0,1
365,5,1,2,14,20,9,1,341,0,0,1
365,5,1,2,14,20,6,2,342,0,0,0
365,5,1,2,14,20,12,3,343,0,0,1
365,5,1,2,14,20,13,4,344,0,0,1
365,5,1,2,14,20,1,5,345,0,1,0
365,5,1,2,14,20,14,6,346,0,1,0
365,5,1,2,14,20,18,7,347,0,1,0
365,5,1,2,14,20,20,8,348,0,1,0
365,5,1,2,14,20,11,9,349,0,1,0
365,5,1,2,14,20,7,10,350,0,0,1
365,5,1,2,14,20,15,11,351,0,1,0
365,5,1,2,14,20,16,12,352,0,1,0
365,5,1,2,14,20,17,13,353,0,1,0
365,5,1,2,14,20,3,14,354,1,1,1
365,5,1,2,14,20,4,15,355,0,0,1
365,5,1,2,14,20,8,16,356,0,0,1
365,5,1,2,14,20,10,17,357,0,0,1
365,5,1,2,14,20,2,18,358,0,0,0
365,5,1,2,14,20,19,19,359,0,0,0
365,5,1,2,14,20,5,20,360,0,1,0
345,5,0,2,14,18,12,1,361,0,0,0
345,5,0,2,14,18,6,2,362,0,0,0
345,5,0,2,14,18,3,3,363,0,1,0
345,5,0,2,14,18,5,4,364,1,1,1
345,5,0,2,14,18,1,5,365,0,0,1
345,5,0,2,14,18,4,6,366,1,1,1
345,5,0,2,14,18,15,7,367,0,0,0
345,5,0,2,14,18,13,8,368,1,1,1
345,5,0,2,14,18,17,9,369,1,1,1
345,5,0,2,14,18,11,10,370,0,0,1
345,5,0,2,14,18,14,11,371,0,0,0
345,5,0,2,14,18,9,12,372,0,0,1
345,5,0,2,14,18,10,13,373,0,1,0
345,5,0,2,14,18,2,14,374,0,0,0
345,5,0,2,14,18,16,15,375,0,0,1
345,5,0,2,14,18,18,16,376,0,0,0
345,5,0,2,14,18,7,17,377,0,0,0
345,5,0,2,14,18,8,18,378,0,0,1
401,5,1,2,15,18,12,1,379,0,0,0
401,5,1,2,15,18,9,2,380,0,1,0
401,5,1,2,15,18,10,3,381,0,1,0
401,5,1,2,15,18,4,4,382,0,0,0
401,5,1,2,15,18,13,5,383,0,1,0
401,5,1,2,15,18,3,6,384,0,1,0
401,5,1,2,15,18,17,7,385,0,0,0
401,5,1,2,15,18,1,8,386,0,1,0
401,5,1,2,15,18,18,9,387,0,0,0
401,5,1,2,15,18,14,10,388,0,0,0
401,5,1,2,15,18,7,11,389,1,1,1
401,5,1,2,15,18,5,12,390,0,1,0
401,5,1,2,15,18,15,13,391,0,1,0
401,5,1,2,15,18,2,14,392,0,0,0
401,5,1,2,15,18,8,15,393,0,1,0
401,5,1,2,15,18,6,16,394,0,0,0
401,5,1,2,15,18,16,17,395,0,0,0
401,5,1,2,15,18,11,18,396,0,0,0
383,5,0,2,15,19,5,1,397,1,1,1
383,5,0,2,15,19,15,2,398,0,1,0
383,5,0,2,15,19,19,3,399,0,0,0
383,5,0,2,15,19,17,4,400,1,1,1
383,5,0,2,15,19,14,5,401,0,0,1
383,5,0,2,15,19,1,6,402,0,1,0
383,5,0,2,15,19,13,7,403,0,1,0
383,5,0,2,15,19,11,8,404,1,1,1
383,5,0,2,15,19,3,9,405,0,0,0
383,5,0,2,15,19,10,10,406,0,1,0
383,5,0,2,15,19,4,11,407,0,0,1
383,5,0,2,15,19,2,12,408,0,0,0
383,5,0,2,15,19,12,13,409,0,0,0
383,5,0,2,15,19,18,14,410,0,0,0
383,5,0,2,15,19,8,15,411,0,1,0
383,5,0,2,15,19,7,16,412,1,1,1
383,5,0,2,15,19,6,17,413,0,0,1
383,5,0,2,15,19,16,18,414,0,1,0
383,5,0,2,15,19,9,19,415,0,1,0
426,5,1,1,16,6,3,1,416,1,1,1
426,5,1,1,16,6,1,2,417,0,0,0
426,5,1,1,16,6,6,3,418,0,0,0
426,5,1,1,16,6,5,4,419,0,0,0
426,5,1,1,16,6,4,5,420,0,0,1
426,5,1,1,16,6,2,6,421,0,0,0
420,5,0,1,16,8,3,1,422,1,1,1
420,5,0,1,16,8,4,2,423,0,1,0
420,5,0,1,16,8,7,3,424,1,1,1
420,5,0,1,16,8,2,4,425,0,1,0
420,5,0,1,16,8,5,5,426,0,1,0
420,5,0,1,16,8,8,6,427,0,0,0
420,5,0,1,16,8,6,7,428,0,1,0
420,5,0,1,16,8,1,8,429,0,1,0
444,5,1,2,17,11,9,1,430,0,0,0
444,5,1,2,17,11,10,2,431,0,1,0
444,5,1,2,17,11,1,3,432,0,1,0
444,5,1,2,17,11,5,4,433,0,0,0
444,5,1,2,17,11,6,5,434,0,0,0
444,5,1,2,17,11,8,6,435,0,1,0
444,5,1,2,17,11,7,7,436,0,0,0
444,5,1,2,17,11,2,8,437,0,1,0
444,5,1,2,17,11,3,9,438,0,0,0
444,5,1,2,17,11,4,10,439,0,1,0
434,5,0,2,17,14,2,1,440,0,0,0
434,5,0,2,17,14,13,2,441,0,1,0
434,5,0,2,17,14,14,3,442,0,1,0
434,5,0,2,17,14,9,4,443,0,1,0
434,5,0,2,17,14,8,5,444,0,0,0
434,5,0,2,17,14,7,6,445,0,0,0
434,5,0,2,17,14,1,7,446,0,1,0
434,5,0,2,17,14,4,8,447,1,1,1
434,5,0,2,17,14,12,9,448,0,1,0
434,5,0,2,17,14,11,10,449,0,1,0
434,5,0,2,17,14,3,11,450,0,1,0
434,5,0,2,17,14,6,12,451,0,1,0
434,5,0,2,17,14,10,13,452,0,1,0
434,5,0,2,17,14,5,14,453,0,1,0
464,5,1,1,18,6,4,1,454,0,1,0
464,5,1,1,18,6,3,2,455,0,1,0
464,5,1,1,18,6,2,3,456,0,0,1
464,5,1,1,18,6,1,4,457,0,1,0
464,5,1,1,18,6,6,5,458,1,1,1
464,5,1,1,18,6,5,6,459,0,0,1
458,5,0,1,18,6,3,1,460,0,0,1
458,5,0,1,18,6,4,2,461,0,0,1
458,5,0,1,18,6,2,3,462,1,1,1
458,5,0,1,18,6,5,4,463,0,0,1
458,5,0,1,18,6,6,5,464,1,1,1
458,5,0,1,18,6,1,6,465,0,0,0
485,5,1,2,19,15,15,1,466,0,0,1
485,5,1,2,19,15,7,2,467,0,0,1
485,5,1,2,19,15,3,3,468,0,0,1
485,5,1,2,19,15,2,4,469,1,1,1
485,5,1,2,19,15,10,5,470,0,0,1
485,5,1,2,19,15,9,6,471,0,0,1
485,5,1,2,19,15,13,7,472,0,0,1
485,5,1,2,19,15,6,8,473,0,0,0
485,5,1,2,19,15,5,9,474,0,0,1
485,5,1,2,19,15,12,10,475,0,0,1
485,5,1,2,19,15,11,11,476,1,1,1
485,5,1,2,19,15,1,12,477,0,0,1
485,5,1,2,19,15,14,14,478,0,0,1
485,5,1,2,19,15,4,15,479,0,0,1
485,5,1,2,19,15,8,16,480,0,0,1
470,5,0,2,19,15,14,1,481,0,0,0
470,5,0,2,19,15,15,2,482,1,1,1
470,5,0,2,19,15,7,3,483,0,0,0
470,5,0,2,19,15,13,4,484,0,1,0
470,5,0,2,19,15,10,5,485,0,1,0
470,5,0,2,19,15,12,6,486,0,0,1
470,5,0,2,19,15,6,7,487,0,1,0
470,5,0,2,19,15,1,8,488,1,1,1
470,5,0,2,19,15,2,9,489,1,1,1
470,5,0,2,19,15,8,10,490,0,1,0
470,5,0,2,19,15,3,11,491,1,1,1
470,5,0,2,19,15,11,12,492,0,1,0
470,5,0,2,19,15,4,13,493,0,0,0
470,5,0,2,19,15,5,14,494,0,1,0
470,5,0,2,19,15,9,15,495,1,1,1
505,5,1,1,20,6,6,1,496,1,1,1
505,5,1,1,20,6,2,2,497,0,0,0
505,5,1,1,20,6,3,3,498,0,0,1
505,5,1,1,20,6,1,4,499,0,0,0
505,5,1,1,20,6,4,5,500,0,0,0
505,5,1,1,20,6,5,6,501,0,0,0
500,5,0,1,20,7,3,1,502,0,1,0
500,5,0,1,20,7,6,2,503,0,1,0
500,5,0,1,20,7,5,4,504,0,1,0
500,5,0,1,20,7,4,5,505,0,0,0
500,5,0,1,20,7,2,6,506,0,1,0
500,5,0,1,20,7,1,7,507,1,1,1
500,5,0,1,20,7,7,8,508,0,1,0
535,5,1,2,21,22,4,1,509,1,1,1
535,5,1,2,21,22,17,2,510,0,0,1
535,5,1,2,21,22,20,3,511,1,1,1
535,5,1,2,21,22,12,4,512,0,0,1
535,5,1,2,21,22,5,5,513,1,1,1
535,5,1,2,21,22,21,6,514,0,1,0
535,5,1,2,21,22,15,7,515,1,1,1
535,5,1,2,21,22,1,8,516,1,1,1
535,5,1,2,21,22,6,9,517,0,0,1
535,5,1,2,21,22,11,10,518,1,1,1
535,5,1,2,21,22,3,11,519,0,0,1
535,5,1,2,21,22,14,12,520,0,1,0
535,5,1,2,21,22,13,13,521,1,1,1
535,5,1,2,21,22,9,14,522,0,0,1
535,5,1,2,21,22,10,15,523,0,1,0
535,5,1,2,21,22,16,16,524,1,1,1
535,5,1,2,21,22,22,17,525,0,1,0
535,5,1,2,21,22,19,18,526,0,1,0
535,5,1,2,21,22,18,19,527,0,0,0
535,5,1,2,21,22,2,20,528,0,0,0
535,5,1,2,21,22,8,21,529,0,1,0
535,5,1,2,21,22,7,22,530,0,1,0
513,5,0,2,21,22,9,1,531,0,0,0
513,5,0,2,21,22,6,2,532,0,0,0
513,5,0,2,21,22,21,3,533,1,1,1
513,5,0,2,21,22,8,4,534,0,1,0
513,5,0,2,21,22,5,5,535,1,1,1
513,5,0,2,21,22,20,6,536,0,0,0
513,5,0,2,21,22,10,7,537,1,1,1
513,5,0,2,21,22,15,8,538,0,1,0
513,5,0,2,21,22,19,9,539,0,1,0
513,5,0,2,21,22,12,10,540,0,1,0
513,5,0,2,21,22,22,11,541,0,0,0
513,5,0,2,21,22,17,12,542,0,1,0
513,5,0,2,21,22,11,13,543,0,0,0
513,5,0,2,21,22,18,14,544,0,1,0
513,5,0,2,21,22,4,15,545,0,0,0
513,5,0,2,21,22,1,16,546,1,1,1
513,5,0,2,21,22,7,17,547,0,1,0
513,5,0,2,21,22,14,18,548,0,1,0
513,5,0,2,21,22,16,19,549,0,0,0
513,5,0,2,21,22,3,20,550,1,1,1
513,5,0,2,21,22,2,21,551,0,1,0
513,5,0,2,21,22,13,22,552,1,1,1
126,5,1,1,5,10,1,7,0,0,0,0
16,6,1,1,1,10,6,1,1,0,0,1
16,6,1,1,1,10,2,2,2,0,0,1
16,6,1,1,1,10,8,3,3,0,0,1
16,6,1,1,1,10,5,4,4,0,0,1
16,6,1,1,1,10,3,5,5,0,1,0
16,6,1,1,1,10,7,6,6,0,0,1
16,6,1,1,1,10,4,7,7,0,0,1
16,6,1,1,1,10,9,8,8,1,1,1
16,6,1,1,1,10,10,9,9,1,1,1
16,6,1,1,1,10,1,10,10,0,0,0
6,6,0,1,1,10,5,1,11,0,0,1
6,6,0,1,1,10,4,2,12,0,0,1
6,6,0,1,1,10,1,3,13,0,1,0
6,6,0,1,1,10,6,4,14,1,1,1
6,6,0,1,1,10,8,5,15,0,1,0
6,6,0,1,1,10,7,6,16,0,1,0
6,6,0,1,1,10,2,7,17,0,0,1
6,6,0,1,1,10,3,8,18,0,0,0
6,6,0,1,1,10,9,9,19,1,1,1
6,6,0,1,1,10,10,10,20,0,0,1
45,6,1,2,2,19,3,1,21,0,0,1
45,6,1,2,2,19,5,2,22,1,1,1
45,6,1,2,2,19,1,3,23,1,1,1
45,6,1,2,2,19,8,4,24,0,0,1
45,6,1,2,2,19,10,5,25,0,0,1
45,6,1,2,2,19,11,6,26,0,0,1
45,6,1,2,2,19,2,7,27,0,0,1
45,6,1,2,2,19,18,8,28,0,0,1
45,6,1,2,2,19,7,9,29,1,1,1
45,6,1,2,2,19,13,10,30,0,0,1
45,6,1,2,2,19,6,11,31,0,0,1
45,6,1,2,2,19,16,12,32,0,0,1
45,6,1,2,2,19,17,13,33,0,0,0
45,6,1,2,2,19,19,14,34,0,0,1
45,6,1,2,2,19,15,15,35,1,1,1
45,6,1,2,2,19,4,16,36,0,0,1
45,6,1,2,2,19,9,17,37,0,0,1
45,6,1,2,2,19,12,19,38,0,0,1
45,6,1,2,2,19,14,20,39,0,0,0
26,6,0,2,2,16,14,1,40,0,0,0
26,6,0,2,2,16,15,2,41,0,1,0
26,6,0,2,2,16,16,3,42,0,1,0
26,6,0,2,2,16,3,4,43,0,1,0
26,6,0,2,2,16,7,5,44,0,1,0
26,6,0,2,2,16,10,6,45,0,1,0
26,6,0,2,2,16,13,7,46,0,1,0
26,6,0,2,2,16,4,8,47,0,1,0
26,6,0,2,2,16,8,9,48,0,1,0
26,6,0,2,2,16,11,10,49,0,1,0
26,6,0,2,2,16,12,11,50,0,1,0
26,6,0,2,2,16,5,12,51,0,1,0
26,6,0,2,2,16,6,13,52,0,1,0
26,6,0,2,2,16,1,14,53,0,1,0
26,6,0,2,2,16,2,15,54,0,1,0
26,6,0,2,2,16,9,16,55,0,1,0
71,6,1,1,3,10,2,1,56,0,0,1
71,6,1,1,3,10,1,2,57,1,1,1
71,6,1,1,3,10,4,3,58,1,1,1
71,6,1,1,3,10,5,4,59,0,0,0
71,6,1,1,3,10,3,5,60,0,0,0
71,6,1,1,3,10,6,6,61,1,1,1
71,6,1,1,3,10,10,7,62,0,0,0
71,6,1,1,3,10,9,8,63,0,0,0
71,6,1,1,3,10,7,9,64,0,1,0
71,6,1,1,3,10,8,10,65,0,0,1
61,6,0,1,3,10,1,1,66,0,0,0
61,6,0,1,3,10,7,2,67,0,0,0
61,6,0,1,3,10,2,3,68,0,0,0
61,6,0,1,3,10,3,4,69,0,0,1
61,6,0,1,3,10,8,5,70,0,0,0
61,6,0,1,3,10,6,6,71,1,1,1
61,6,0,1,3,10,5,7,72,0,0,0
61,6,0,1,3,10,9,8,73,0,0,0
61,6,0,1,3,10,4,9,74,0,0,0
61,6,0,1,3,10,10,10,75,1,1,1
99,6,1,2,4,18,2,1,76,0,1,0
99,6,1,2,4,18,7,2,77,1,1,1
99,6,1,2,4,18,13,3,78,0,1,0
99,6,1,2,4,18,12,4,79,0,0,1
99,6,1,2,4,18,11,5,80,0,1,0
99,6,1,2,4,18,16,6,81,1,1,1
99,6,1,2,4,18,3,7,82,1,1,1
99,6,1,2,4,18,9,8,83,1,1,1
99,6,1,2,4,18,10,9,84,0,1,0
99,6,1,2,4,18,17,10,85,0,1,0
99,6,1,2,4,18,4,11,86,0,1,0
99,6,1,2,4,18,6,12,87,1,1,1
99,6,1,2,4,18,5,13,88,0,1,0
99,6,1,2,4,18,18,14,89,1,1,1
99,6,1,2,4,18,1,15,90,0,1,0
99,6,1,2,4,18,8,16,91,1,1,1
99,6,1,2,4,18,14,17,92,1,1,1
99,6,1,2,4,18,15,18,93,0,1,0
81,6,0,2,4,18,5,1,94,0,1,0
81,6,0,2,4,18,7,2,95,0,1,0
81,6,0,2,4,18,13,3,96,0,1,0
81,6,0,2,4,18,1,4,97,0,0,0
81,6,0,2,4,18,10,5,98,0,1,0
81,6,0,2,4,18,16,6,99,1,1,1
81,6,0,2,4,18,11,7,100,0,1,0
81,6,0,2,4,18,14,8,101,0,1,0
81,6,0,2,4,18,18,9,102,0,1,0
81,6,0,2,4,18,15,10,103,0,1,0
81,6,0,2,4,18,6,11,104,1,1,1
81,6,0,2,4,18,9,12,105,0,1,0
81,6,0,2,4,18,17,13,106,0,0,0
81,6,0,2,4,18,8,14,107,0,1,0
81,6,0,2,4,18,12,15,108,1,1,1
81,6,0,2,4,18,4,16,109,0,1,0
81,6,0,2,4,18,3,17,110,0,0,0
81,6,0,2,4,18,2,18,111,0,0,0
127,6,1,1,5,10,9,1,112,1,1,1
127,6,1,1,5,10,2,2,113,0,1,0
127,6,1,1,5,10,10,3,114,0,0,0
127,6,1,1,5,10,4,4,115,1,1,1
127,6,1,1,5,10,1,5,116,1,1,1
127,6,1,1,5,10,5,6,117,0,0,1
127,6,1,1,5,10,8,10,119,1,1,1
127,6,1,1,5,10,6,11,120,0,0,1
127,6,1,1,5,10,3,12,121,0,0,0
117,6,0,1,5,10,4,1,122,0,0,1
117,6,0,1,5,10,8,2,123,0,0,0
117,6,0,1,5,10,1,3,124,0,1,0
117,6,0,1,5,10,6,4,125,1,1,1
117,6,0,1,5,10,9,5,126,0,0,0
117,6,0,1,5,10,5,6,127,0,1,0
117,6,0,1,5,10,7,7,128,0,1,0
117,6,0,1,5,10,3,8,129,0,1,0
117,6,0,1,5,10,10,9,130,0,0,0
117,6,0,1,5,10,2,10,131,0,0,0
140,6,1,1,6,5,4,1,132,1,1,1
140,6,1,1,6,5,5,2,133,0,0,0
140,6,1,1,6,5,1,3,134,0,1,0
140,6,1,1,6,5,3,5,135,1,1,1
140,6,1,1,6,5,2,6,136,0,0,0
136,6,0,1,6,5,3,1,137,0,1,0
136,6,0,1,6,5,5,2,138,1,1,1
136,6,0,1,6,5,1,4,139,0,1,0
136,6,0,1,6,5,2,6,140,0,0,0
136,6,0,1,6,5,4,10,141,0,0,0
163,6,1,2,7,16,15,1,142,0,1,0
163,6,1,2,7,16,16,2,143,0,1,0
163,6,1,2,7,16,3,3,144,0,0,0
163,6,1,2,7,16,4,4,145,0,1,0
163,6,1,2,7,16,10,5,146,0,0,0
163,6,1,2,7,16,9,6,147,0,1,0
163,6,1,2,7,16,8,7,148,0,1,0
163,6,1,2,7,16,7,8,149,0,0,1
163,6,1,2,7,16,14,9,150,0,0,1
163,6,1,2,7,16,12,10,151,0,0,1
163,6,1,2,7,16,2,11,152,0,0,0
163,6,1,2,7,16,1,12,153,1,1,1
163,6,1,2,7,16,5,13,154,1,1,1
163,6,1,2,7,16,11,14,155,0,0,0
163,6,1,2,7,16,13,15,156,1,1,1
163,6,1,2,7,16,6,16,157,0,0,0
147,6,0,2,7,16,11,1,158,0,1,0
147,6,0,2,7,16,12,2,159,0,0,0
147,6,0,2,7,16,1,3,160,1,1,1
147,6,0,2,7,16,13,4,161,0,0,1
147,6,0,2,7,16,6,5,162,0,1,0
147,6,0,2,7,16,9,6,163,0,0,1
147,6,0,2,7,16,16,7,164,0,0,0
147,6,0,2,7,16,8,8,165,1,1,1
147,6,0,2,7,16,2,9,166,1,1,1
147,6,0,2,7,16,10,10,167,0,0,0
147,6,0,2,7,16,5,11,168,0,0,0
147,6,0,2,7,16,15,12,169,1,1,1
147,6,0,2,7,16,14,13,170,0,1,0
