iid,id,gender,partner,pid,match,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,prob_o,age,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec
87,12,0,16,109,0,1,7,10,8,8,7,6,23,9,9,9,9,9,0
87,12,0,10,103,0,1,8,7,7,7,7,7,23,9,9,9,9,9,0
87,12,0,1,94,0,0,7,7,7,7,7,7,23,9,9,9,9,9,0
87,12,0,14,107,1,1,9,9,9,9,9,8,23,9,9,9,9,9,1
87,12,0,6,99,1,1,8,8,8,8,7,9,23,9,9,9,9,9,1
87,12,0,7,100,0,1,6,8,8,8,6,9,23,9,9,9,9,9,0
88,13,0,13,106,0,1,8,10,8,8,6,3,23,9,9,9,9,9,0
88,13,0,11,104,0,0,6,6,6,6,6,3,23,9,9,9,9,9,0
88,13,0,18,111,0,0,6,6,7,5,5,3,23,9,9,9,9,9,0
88,13,0,7,100,0,0,7,8,9,9,9,5,23,9,9,9,9,9,0
88,13,0,12,105,0,1,7,8,8,8,7,5,23,9,9,9,9,9,0
88,13,0,16,109,0,0,7,10,7,6,6,5,23,9,9,9,9,9,0
88,13,0,10,103,0,0,7,6,7,6,7,5,23,9,9,9,9,9,0
88,13,0,17,110,0,0,6,8,8,7,6,5,23,9,9,9,9,9,0
88,13,0,1,94,0,0,7,6,6,6,6,5,23,9,9,9,9,9,0
88,13,0,2,95,0,1,6,7,7,7,7,6,23,9,9,9,9,9,0
88,13,0,9,102,0,0,5,5,6,6,7,6,23,9,9,9,9,9,0
88,13,0,15,108,0,1,8,9,7,8,5,6,23,9,9,9,9,9,0
88,13,0,14,107,0,1,9,9,9,9,9,8,23,9,9,9,9,9,0
88,13,0,6,99,0,0,6,7,5,4,5,9,23,9,9,9,9,9,1
89,14,0,2,95,0,0,3,5,6,4,6,1,27,8,9,8,9,10,0
89,14,0,8,101,0,0,8,9,9,6,9,2,27,8,9,8,9,10,0
89,14,0,18,111,0,0,7,7,6,6,8,3,27,8,9,8,9,10,0
89,14,0,15,108,0,0,6,5,7,6,6,3,27,8,9,8,9,10,0
89,14,0,12,105,0,1,7,8,9,6,8,5,27,8,9,8,9,10,0
89,14,0,4,97,0,1,8,8,7,7,7,5,27,8,9,8,9,10,0
89,14,0,1,94,0,0,5,5,5,5,5,5,27,8,9,8,9,10,0
89,14,0,16,109,0,0,8,10,8,6,8,5,27,8,9,8,9,10,0
89,14,0,9,102,0,0,3,7,7,1,3,5,27,8,9,8,9,10,0
89,14,0,13,106,0,1,8,8,8,8,10,5,27,8,9,8,9,10,0
89,14,0,17,110,0,0,5,7,8,5,9,6,27,8,9,8,9,10,0
89,14,0,10,103,0,1,8,7,8,7,8,6,27,8,9,8,9,10,0
89,14,0,14,107,0,0,8,7,9,6,9,6,27,8,9,8,9,10,0
89,14,0,11,104,1,1,7,7,7,6,7,7,27,8,9,8,9,10,1
89,14,0,3,96,0,1,6,7,7,7,7,7,27,8,9,8,9,10,0
89,14,0,7,100,0,0,9,8,8,9,8,9,27,8,9,8,9,10,1
89,14,0,6,99,1,1,9,8,8,7,7,9,27,8,9,8,9,10,1
90,15,0,11,104,0,0,10,10,10,10,10,1,23,5,8,5,7,5,1
90,15,0,7,100,0,0,8,7,7,2,4,1,23,5,8,5,7,5,1
90,15,0,2,95,0,0,3,8,5,4,5,2,23,5,8,5,7,5,1
90,15,0,12,105,0,0,6,7,7,5,6,3,23,5,8,5,7,5,0
90,15,0,10,103,0,0,6,7,8,5,5,3,23,5,8,5,7,5,0
90,15,0,1,94,0,0,5,6,9,3,3,3,23,5,8,5,7,5,0
90,15,0,15,108,0,0,6,8,7,6,5,4,23,5,8,5,7,5,1
90,15,0,14,107,0,0,7,8,8,6,6,4,23,5,8,5,7,5,1
90,15,0,18,111,0,0,3,8,5,4,5,5,23,5,8,5,7,5,0
90,15,0,8,101,0,1,6,9,9,6,8,5,23,5,8,5,7,5,0
90,15,0,4,97,0,0,3,7,8,4,9,5,23,5,8,5,7,5,1
90,15,0,16,109,1,1,7,10,8,6,8,5,23,5,8,5,7,5,1
90,15,0,9,102,0,0,3,7,7,2,2,5,23,5,8,5,7,5,0
90,15,0,6,99,0,0,6,8,8,6,5,6,23,5,8,5,7,5,1
90,15,0,3,96,0,0,6,8,7,6,6,7,23,5,8,5,7,5,0
91,16,0,17,110,1,1,8,8,8,7,8,4,25,6,7,7,9,8,1
91,16,0,7,100,0,1,9,7,9,9,9,5,25,6,7,7,9,8,0
91,16,0,4,97,1,1,8,8,8,8,9,5,25,6,7,7,9,8,1
91,16,0,11,104,0,0,8,7,7,6,8,5,25,6,7,7,9,8,1
91,16,0,18,111,0,0,8,7,8,5,6,5,25,6,7,7,9,8,0
91,16,0,1,94,0,1,9,8,8,8,8,5,25,6,7,7,9,8,0
91,16,0,16,109,1,1,10,10,8,7,8,5,25,6,7,7,9,8,1
91,16,0,15,108,0,1,8,7,7,9,8,5,25,6,7,7,9,8,0
91,16,0,13,106,1,1,10,10,10,10,10,6,25,6,7,7,9,8,1
91,16,0,10,103,1,1,8,8,8,8,8,6,25,6,7,7,9,8,1
91,16,0,2,95,0,1,7,7,8,7,8,6,25,6,7,7,9,8,0
91,16,0,9,102,0,1,7,7,8,8,10,7,25,6,7,7,9,8,0
91,16,0,3,96,0,1,8,8,8,8,8,7,25,6,7,7,9,8,0
91,16,0,6,99,1,1,9,8,8,7,8,9,25,6,7,7,9,8,1
91,16,0,14,107,1,1,8,9,8,8,8,9,25,6,7,7,9,8,1
91,16,0,12,105,1,1,8,8,10,9,7,10,25,6,7,7,9,8,1
92,17,0,13,106,0,0,6,10,4,4,6,1,29,9,10,9,9,9,0
92,17,0,12,105,1,1,8,7,8,7,6,3,29,9,10,9,9,9,1
92,17,0,7,100,0,0,9,8,8,7,6,3,29,9,10,9,9,9,0
92,17,0,10,103,0,0,6,6,6,6,6,3,29,9,10,9,9,9,0
92,17,0,2,95,0,1,6,6,7,7,4,4,29,9,10,9,9,9,0
92,17,0,18,111,0,0,7,6,6,3,4,4,29,9,10,9,9,9,0
92,17,0,15,108,0,0,8,7,6,6,8,4,29,9,10,9,9,9,1
92,17,0,4,97,1,1,8,7,8,6,8,5,29,9,10,9,9,9,1
92,17,0,1,94,0,0,9,8,8,6,7,5,29,9,10,9,9,9,0
92,17,0,11,104,0,1,9,8,6,6,6,5,29,9,10,9,9,9,0
92,17,0,16,109,1,1,9,10,8,6,8,5,29,9,10,9,9,9,1
92,17,0,14,107,1,1,9,9,9,9,9,6,29,9,10,9,9,9,1
92,17,0,9,102,0,1,7,8,8,6,8,7,29,9,10,9,9,9,0
92,17,0,6,99,1,1,6,7,8,5,7,9,29,9,10,9,9,9,1
93,18,0,12,105,0,1,8,7,8,7,6,4,29,8,8,8,8,7,0
93,18,0,18,111,0,0,5,7,7,5,5,4,29,8,8,8,8,7,1
93,18,0,15,108,0,1,8,8,7,7,6,4,29,8,8,8,8,7,0
93,18,0,1,94,0,1,7,9,9,8,6,5,29,8,8,8,8,7,0
93,18,0,10,103,0,0,6,7,7,8,7,5,29,8,8,8,8,7,1
93,18,0,11,104,1,1,7,8,6,8,6,5,29,8,8,8,8,7,1
93,18,0,2,95,1,1,5,7,7,8,5,5,29,8,8,8,8,7,1
93,18,0,16,109,0,1,7,10,8,7,7,5,29,8,8,8,8,7,0
93,18,0,13,106,0,1,9,10,10,8,8,6,29,8,8,8,8,7,0
93,18,0,17,110,0,0,5,7,8,7,8,6,29,8,8,8,8,7,0
93,18,0,7,100,1,1,8,9,10,10,8,6,29,8,8,8,8,7,1
93,18,0,9,102,0,1,7,7,7,6,6,6,29,8,8,8,8,7,0
93,18,0,14,107,0,1,7.5,8.5,9,9.5,9.5,6.5,29,8,8,8,8,7,0
93,18,0,4,97,1,1,8,8,8,8,7,7,29,8,8,8,8,7,1
93,18,0,6,99,0,0,5,5,7,5,9,9,29,8,8,8,8,7,1
94,1,1,15,90,0,0,0,5,5,0,9,0,28,6,9,9,9,7,0
94,1,1,3,78,0,0,4,2,9,2,10,1,28,6,9,9,9,7,0
94,1,1,13,88,0,0,1,2,10,1,10,2,28,6,9,9,9,7,0
94,1,1,8,83,0,0,4,6,7,6,9,3,28,6,9,9,9,7,1
94,1,1,17,92,0,0,4,3,9,3,8,3,28,6,9,9,9,7,0
94,1,1,9,84,0,0,1,5,0,10,0,3,28,6,9,9,9,7,0
94,1,1,10,85,0,0,4,1,4,1,10,3,28,6,9,9,9,7,0
94,1,1,16,91,0,0,5,7,7,7,8,3,28,6,9,9,9,7,1
94,1,1,2,77,1,1,4,7,8,10,7,4,28,6,9,9,9,7,1
94,1,1,12,87,0,0,2,3,2,1,1,4,28,6,9,9,9,7,0
94,1,1,18,93,0,0,6,6,7,7,8,5,28,6,9,9,9,7,1
94,1,1,14,89,0,0,6,9,8,5,7,5,28,6,9,9,9,7,0
94,1,1,4,79,0,0,5,6,7,6,9,5,28,6,9,9,9,7,0
94,1,1,1,76,1,1,5,5,5,10,8,5,28,6,9,9,9,7,1
94,1,1,11,86,0,0,5,7,8,9,5,5,28,6,9,9,9,7,1
94,1,1,7,82,1,1,7,7,10,10,9,8,28,6,9,9,9,7,1
94,1,1,6,81,0,0,2,10,10,8,10,8,28,6,9,9,9,7,1
95,2,1,3,78,0,0,2,4,9,4,9,1,26,7,9,8,10,7,0
95,2,1,1,76,0,0,4,5,5,4,6,2,26,7,9,8,10,7,0
95,2,1,15,90,0,1,8,8,7,8,6,3,26,7,9,8,10,7,0
95,2,1,8,83,0,0,5,6,8,7,8,4,26,7,9,8,10,7,1
95,2,1,14,89,0,0,6,9,8,7,7,5,26,7,9,8,10,7,0
95,2,1,4,79,0,0,5,6,6,5,5,5,26,7,9,8,10,7,0
95,2,1,17,92,0,0,4,8,9,4,8,5,26,7,9,8,10,7,1
95,2,1,10,85,0,0,5,6,7,5,6,5,26,7,9,8,10,7,0
95,2,1,12,87,0,0,2,2,2,2,2,5,26,7,9,8,10,7,0
95,2,1,16,91,0,0,5,6,6,6,7,5,26,7,9,8,10,7,1
95,2,1,18,93,1,1,7,8,7,7,7,6,26,7,9,8,10,7,1
95,2,1,2,77,0,0,4,6,6,6,5,6,26,7,9,8,10,7,0
95,2,1,11,86,0,0,6,8,6,7,7,6,26,7,9,8,10,7,1
95,2,1,9,84,0,0,5,8,7,5,5,6,26,7,9,8,10,7,0
95,2,1,7,82,0,0,4,8,7,5,7,7,26,7,9,8,10,7,0
95,2,1,5,80,0,0,7,9,9,8,9,8,26,7,9,8,10,7,0
95,2,1,6,81,0,0,3,7,7,5,7,8,26,7,9,8,10,7,1
95,2,1,13,88,0,0,2,10,10,2,10,8,26,7,9,8,10,7,1
96,3,1,15,90,0,0,5,5,6,5,6,0,26,7,9,9,9,9,0
96,3,1,2,77,0,0,4,6,7,4,6,1,26,7,9,9,9,9,0
96,3,1,8,83,0,0,4,8,8,5,7,2,26,7,9,9,9,9,0
96,3,1,16,91,0,0,4,6,6,6,6,2,26,7,9,9,9,9,1
96,3,1,3,78,0,0,2,5,9,2,9,2,26,7,9,9,9,9,0
96,3,1,1,76,0,0,2,10,4,4,4,2,26,7,9,9,9,9,1
96,3,1,10,85,0,0,5,5,6,6,6,3,26,7,9,9,9,9,1
96,3,1,18,93,0,0,7,7,7,6,6,4,26,7,9,9,9,9,1
96,3,1,9,84,0,0,5,8,8,6,6,4,26,7,9,9,9,9,1
96,3,1,14,89,0,0,6,10,9,7,8,5,26,7,9,9,9,9,1
96,3,1,4,79,0,0,7,7,7,5,5,5,26,7,9,9,9,9,1
96,3,1,13,88,0,0,3,7,9,2,10,5,26,7,9,9,9,9,0
96,3,1,6,81,0,0,2,6,8,4,7,6,26,7,9,9,9,9,1
96,3,1,17,92,0,0,3,9,10,6,9,7,26,7,9,9,9,9,0
96,3,1,12,87,0,0,3,6,6,5,7,7,26,7,9,9,9,9,0
96,3,1,7,82,0,0,5,10,8,8,9,8,26,7,9,9,9,9,1
96,3,1,5,80,0,0,6,7,8,7,8,8,26,7,9,9,9,9,0
97,4,1,16,91,1,1,6,7,8,6,7,2,29,7,5,7,6,6,1
97,4,1,15,90,0,1,7,6,8,7,7,3,29,7,5,7,6,6,0
97,4,1,9,84,0,0,4,6,7,4,7,3,29,7,5,7,6,6,1
97,4,1,2,77,1,1,6,5,6,7,6,4,29,7,5,7,6,6,1
97,4,1,8,83,0,0,8,6,7,7,7,4,29,7,5,7,6,6,1
97,4,1,13,88,0,0,6,7,10,7,10,5,29,7,5,7,6,6,0
97,4,1,4,79,0,1,7,7,7,7,7,5,29,7,5,7,6,6,0
97,4,1,6,81,0,0,8,8,9,8,7,5,29,7,5,7,6,6,0
97,4,1,11,86,1,1,7,7,7,7,7,5,29,7,5,7,6,6,1
97,4,1,14,89,0,0,7,9,9,8,9,5,29,7,5,7,6,6,1
97,4,1,12,87,0,0,3,4,6,6,7,6,29,7,5,7,6,6,1
97,4,1,7,82,0,0,8,9,10,7,8,7,29,7,5,7,6,6,0
97,4,1,10,85,0,1,7,8,7,7,5,7,29,7,5,7,6,6,0
97,4,1,17,92,1,1,10,10,10,8,9,8,29,7,5,7,6,6,1
98,5,1,15,90,0,0,6,6,6,5,4,0,39,8,8,8,8,8,1
98,5,1,8,83,0,0,5,6,7,4,5,2,39,8,8,8,8,8,1
98,5,1,16,91,0,0,6,9,8,5,8,2,39,8,8,8,8,8,1
98,5,1,6,81,0,0,7,6,6,4,6,2,39,8,8,8,8,8,1
98,5,1,3,78,0,0,7,9,9,2,9,2,39,8,8,8,8,8,1
98,5,1,4,79,0,0,2,2,2,2,2,2,39,8,8,8,8,8,1
98,5,1,12,87,0,0,2,8,8,5,9,4,39,8,8,8,8,8,1
98,5,1,18,93,0,0,6,6,6,6,6,4,39,8,8,8,8,8,1
98,5,1,10,85,0,0,8,8,8,1,1,4,39,8,8,8,8,8,1
98,5,1,2,77,1,1,8,9,9,6,7,5,39,8,8,8,8,8,1
98,5,1,14,89,0,0,6,9,7,6,7,5,39,8,8,8,8,8,1
98,5,1,11,86,0,0,7,8,7,5,5,5,39,8,8,8,8,8,1
98,5,1,5,80,0,0,6,7,7,6,6,6,39,8,8,8,8,8,1
98,5,1,9,84,0,0,5,8,5,2,2,6,39,8,8,8,8,8,1
98,5,1,7,82,0,0,7,10,7,7,8,7,39,8,8,8,8,8,1
98,5,1,17,92,1,1,8,7,8,3,8,7,39,8,8,8,8,8,1
98,5,1,13,88,0,0,3,10,10,3,10,8,39,8,8,8,8,8,1
99,6,1,5,80,0,1,8,8,8,8,7,2,28,10,10,10,10,8,0
99,6,1,1,76,0,1,6,8,8,6,8,2,28,10,10,10,10,8,0
99,6,1,8,83,1,1,8,7,8,8,8,4,28,10,10,10,10,8,1
99,6,1,15,90,0,1,7,8,7,6,5,4,28,10,10,10,10,8,0
99,6,1,2,77,1,1,10,7,8,7,9,5,28,10,10,10,10,8,1
99,6,1,4,79,0,0,7,7,7,7,7,5,28,10,10,10,10,8,1
99,6,1,9,84,0,1,7,5,6,7,5,5,28,10,10,10,10,8,0
99,6,1,11,86,0,1,7,6,6,5,5,5,28,10,10,10,10,8,0
99,6,1,10,85,0,1,8,7,7,6,6,6,28,10,10,10,10,8,0
99,6,1,16,91,1,1,8,7,8,8,8,6,28,10,10,10,10,8,1
99,6,1,6,81,1,1,8,8,8,7,9,7,28,10,10,10,10,8,1
99,6,1,7,82,1,1,8,8,10,10,10,8,28,10,10,10,10,8,1
99,6,1,13,88,0,1,8,10,10,8,10,8,28,10,10,10,10,8,0
99,6,1,12,87,1,1,8,8,7,7,8,8,28,10,10,10,10,8,1
99,6,1,17,92,1,1,10,10,9,10,9,9,28,10,10,10,10,8,1
99,6,1,14,89,1,1,9,9,9,9,9,10,28,10,10,10,10,8,1
100,7,1,15,90,0,1,5,8,8,6,7,1,30,7,8,8,9,6,0
100,7,1,8,83,0,0,4,8,7,4,5,2,30,7,8,8,9,6,0
100,7,1,16,91,0,0,6,7,8,7,7,2,30,7,8,8,9,6,1
100,7,1,9,84,0,0,2,5,7,4,7,4,30,7,8,8,9,6,0
100,7,1,11,86,1,1,7,6,6,5,5,5,30,7,8,8,9,6,1
100,7,1,4,79,0,0,4,6,6,6,6,5,30,7,8,8,9,6,0
100,7,1,18,93,1,1,7,7,7,7,7,6,30,7,8,8,9,6,1
100,7,1,17,92,0,0,6,8,9,4,9,6,30,7,8,8,9,6,0
100,7,1,10,85,0,0,5,8,8,5,8,6,30,7,8,8,9,6,0
100,7,1,5,80,0,0,6,8,8,7,8,7,30,7,8,8,9,6,0
100,7,1,13,88,0,0,4,10,10,6,10,8,30,7,8,8,9,6,0
100,7,1,7,82,0,1,5,10,10,9,10,8,30,7,8,8,9,6,0
100,7,1,6,81,0,0,3,8,8,6,7,8,30,7,8,8,9,6,1
100,7,1,12,87,0,0,3,10,9,5,9,9,30,7,8,8,9,6,1
100,7,1,14,89,0,1,8,9,10,10,9,10,30,7,8,8,9,6,0
101,8,1,15,90,0,0,4,8,8,4,5,1,22,8,8,8,9,9,1
101,8,1,16,91,0,0,4,7,8,5,7,2,22,8,8,8,9,9,1
101,8,1,3,78,0,0,2,9,9,2,9,2,22,8,8,8,9,9,0
101,8,1,8,83,0,0,5,8,8,7,8,3,22,8,8,8,9,9,1
101,8,1,6,81,0,0,3,8,9,2,9,3,22,8,8,8,9,9,1
101,8,1,10,85,0,0,4,7,9,4,8,4,22,8,8,8,9,9,1
101,8,1,13,88,0,0,3,10,10,3,10,4,22,8,8,8,9,9,0
101,8,1,14,89,0,0,5,9,8,6,6,5,22,8,8,8,9,9,0
101,8,1,4,79,0,0,4,6,6,5,5,5,22,8,8,8,9,9,1
101,8,1,9,84,0,0,3,7,7,2,2,5,22,8,8,8,9,9,1
101,8,1,18,93,0,0,7,6,7,6,7,6,22,8,8,8,9,9,1
101,8,1,11,86,0,0,6,7,7,5,7,6,22,8,8,8,9,9,1
101,8,1,12,87,0,0,1,3,4,2,4,7,22,8,8,8,9,9,0
101,8,1,7,82,0,0,5,10,10,8,8,8,22,8,8,8,9,9,1
101,8,1,5,80,0,0,6,8,7,6,8,8,22,8,8,8,9,9,1
101,8,1,17,92,0,0,6,9,10,8,9,9,22,8,8,8,9,9,1
102,9,1,16,91,0,0,4,6,7,6,5,2,32,8,5,7,10,9,1
102,9,1,4,79,0,0,2,2,2,2,2,2,32,8,5,7,10,9,0
102,9,1,8,83,0,0,5,7,8,6,7,3,32,8,5,7,10,9,1
102,9,1,9,84,0,0,4,5,6,3,7,3,32,8,5,7,10,9,1
102,9,1,15,90,0,0,5,7,6,5,6,4,32,8,5,7,10,9,0
102,9,1,11,86,0,0,5,8,6,5,5,4,32,8,5,7,10,9,1
102,9,1,13,88,0,0,2,10,10,1,10,4,32,8,5,7,10,9,0
102,9,1,17,92,0,0,4,8,9,7,8,5,32,8,5,7,10,9,1
102,9,1,14,89,0,0,6,10,9,6,7,5,32,8,5,7,10,9,0
102,9,1,10,85,0,0,5,8,8,6,5,5,32,8,5,7,10,9,0
102,9,1,6,81,0,0,2,8,10,1,7,5,32,8,5,7,10,9,1
102,9,1,18,93,0,0,6,7,7,6,7,6,32,8,5,7,10,9,1
102,9,1,2,77,0,1,6,7,6,7,4,6,32,8,5,7,10,9,0
102,9,1,12,87,0,0,2,3,4,5,4,7,32,8,5,7,10,9,1
102,9,1,5,80,1,1,8,8,8,8,8,8,32,8,5,7,10,9,1
102,9,1,7,82,0,0,4,10,9,6,8,8,32,8,5,7,10,9,1
103,10,1,15,90,0,0,4,8,5,6,4,0,26,8,8,8,9,9,0
103,10,1,17,92,0,0,8,7,8,5,8,3,26,8,8,8,9,9,0
103,10,1,16,91,1,1,7,7,8,7,7,3,26,8,8,8,9,9,1
103,10,1,8,83,0,0,7,8,8,8,8,4,26,8,8,8,9,9,1
103,10,1,11,86,0,0,7,6,6,5,5,4,26,8,8,8,9,9,0
103,10,1,2,77,0,1,9,7,7,10,8,5,26,8,8,8,9,9,0
103,10,1,14,89,0,0,8,9,8,7,8,5,26,8,8,8,9,9,1
103,10,1,4,79,0,0,5,5,5,5,5,5,26,8,8,8,9,9,0
103,10,1,18,93,0,1,7,7,7,7,7,6,26,8,8,8,9,9,0
103,10,1,9,84,0,0,5,5,5,5,5,6,26,8,8,8,9,9,0
103,10,1,10,85,0,0,8,7,7,6,6,6,26,8,8,8,9,9,0
103,10,1,12,87,0,0,3,5,6,4,7,6,26,8,8,8,9,9,1
103,10,1,5,80,0,1,7,8,8,8,8,7,26,8,8,8,9,9,0
103,10,1,7,82,0,0,6,8,8,8,9,7,26,8,8,8,9,9,0
103,10,1,13,88,0,0,6,7,7,6,10,7,26,8,8,8,9,9,0
103,10,1,6,81,0,0,4,9,8,6,7,8,26,8,8,8,9,9,1
104,11,1,15,90,0,1,10,10,10,10,10,0,27,9,8,7,9,9,0
104,11,1,9,84,0,0,6,2,5,5,5,0,27,9,8,7,9,9,0
104,11,1,3,78,0,0,9,5,9,9,9,1,27,9,8,7,9,9,0
104,11,1,16,91,0,1,7,7,7,7,7,2,27,9,8,7,9,9,0
104,11,1,8,83,0,0,7,8,8,6,6,3,27,9,8,7,9,9,1
104,11,1,2,77,0,0,6,6,5,5,5,3,27,9,8,7,9,9,0
104,11,1,14,89,1,1,9,9,9,8,8,5,27,9,8,7,9,9,1
104,11,1,17,92,0,0,8,8,8,7,8,5,27,9,8,7,9,9,1
104,11,1,11,86,1,1,9,8,7,8,5,5,27,9,8,7,9,9,1
104,11,1,10,85,0,1,7,7,8,7,9,5,27,9,8,7,9,9,0
104,11,1,12,87,0,0,2,3,4,5,5,5,27,9,8,7,9,9,0
104,11,1,18,93,1,1,8,8,7,8,8,6,27,9,8,7,9,9,1
104,11,1,7,82,0,0,8,9,9,7,8,7,27,9,8,7,9,9,1
104,11,1,5,80,0,1,8,8,8,6,8,7,27,9,8,7,9,9,0
104,11,1,13,88,0,0,6,9,10,5,8,7,27,9,8,7,9,9,0
104,11,1,6,81,1,1,6,8,8,8,4,8,27,9,8,7,9,9,1
105,12,1,3,78,0,1,7,9,9,7,9,1,25,8,7,9,8,6,0
105,12,1,8,83,0,0,5,10,8,8,8,3,25,8,7,9,8,6,1
105,12,1,15,90,0,0,5,7,6,7,7,4,25,8,7,9,8,6,0
105,12,1,10,85,0,0,8,8,8,6,6,4,25,8,7,9,8,6,1
105,12,1,2,77,1,1,7,7,8,10,9,5,25,8,7,9,8,6,1
105,12,1,4,79,0,1,6,6,6,6,6,5,25,8,7,9,8,6,0
105,12,1,9,84,1,1,5,5,7,8,7,5,25,8,7,9,8,6,1
105,12,1,14,89,0,0,6,9,9,7,7,5,25,8,7,9,8,6,1
105,12,1,12,87,0,0,1,6,7,7,9,5,25,8,7,9,8,6,1
105,12,1,13,88,0,0,6,9,10,10,10,6,25,8,7,9,8,6,1
105,12,1,17,92,1,1,7,8,9,9,8,6,25,8,7,9,8,6,1
105,12,1,11,86,1,1,7,8,8,8,8,6,25,8,7,9,8,6,1
105,12,1,18,93,0,0,7,7,7,7,7,6,25,8,7,9,8,6,1
105,12,1,6,81,0,0,9,9,9,8,2,7,25,8,7,9,8,6,1
105,12,1,16,91,1,1,7,10,10,10,10,8,25,8,7,9,8,6,1
105,12,1,7,82,1,1,7,9,9,10,9,8,25,8,7,9,8,6,1
105,12,1,5,80,1,1,8,8,9,9,8,8,25,8,7,9,8,6,1
106,13,1,6,81,0,0,4,9,8,9,8,2,22,4,7,3,9,2,0
106,13,1,13,88,0,0,2,10,10,2,2,2,22,4,7,3,9,2,1
106,13,1,8,83,0,0,5,8,8,8,8,3,22,4,7,3,9,2,1
106,13,1,15,90,0,1,6,7,7,8,7,3,22,4,7,3,9,2,0
106,13,1,9,84,0,0,4,6,8,6,5,4,22,4,7,3,9,2,1
106,13,1,14,89,0,0,8,10,10,9,10,5,22,4,7,3,9,2,1
106,13,1,4,79,0,0,5,5,5,5,5,5,22,4,7,3,9,2,1
106,13,1,2,77,0,0,5,6,7,5,6,5,22,4,7,3,9,2,1
106,13,1,10,85,0,0,6,8,7,6,8,5,22,4,7,3,9,2,0
106,13,1,16,91,1,1,5,7,8,7,7,5,22,4,7,3,9,2,1
106,13,1,1,76,0,1,4,8,8,6,6,5,22,4,7,3,9,2,0
106,13,1,17,92,0,0,7,8,8,8,8,6,22,4,7,3,9,2,0
106,13,1,18,93,0,0,7,7,7,7,7,6,22,4,7,3,9,2,1
106,13,1,12,87,0,0,2,4,5,4,7,6,22,4,7,3,9,2,0
106,13,1,5,80,0,0,7,9,8,8,8,6,22,4,7,3,9,2,0
106,13,1,11,86,0,1,5,7,7,7,7,7,22,4,7,3,9,2,0
106,13,1,7,82,0,0,5,10,9,8,9,8,22,4,7,3,9,2,0
107,14,1,15,90,0,1,6,7,8,7,8,0,21,7,9,9,9,6,0
107,14,1,3,78,1,1,9,9,9,9,9,1,21,7,9,9,9,6,1
107,14,1,11,86,1,1,10,7,7,6,6,2,21,7,9,9,9,6,1
107,14,1,8,83,1,1,8,8,8,7,5,3,21,7,9,9,9,6,1
107,14,1,14,89,0,0,9,9,10,10,7,5,21,7,9,9,9,6,0
107,14,1,4,79,1,1,5,7,7,7,5,5,21,7,9,9,9,6,1
107,14,1,18,93,0,0,7,7,7,7,7,6,21,7,9,9,9,6,1
107,14,1,10,85,1,1,7,6,6,5,6,6,21,7,9,9,9,6,1
107,14,1,2,77,1,1,9,9,9,10,9,7,21,7,9,9,9,6,1
107,14,1,9,84,0,0,4,8,8,5,7,7,21,7,9,9,9,6,0
107,14,1,17,92,1,1,8,9,9,10,9,8,21,7,9,9,9,6,1
107,14,1,7,82,1,1,7,10,9,10,8,8,21,7,9,9,9,6,1
107,14,1,12,87,1,1,8,10,8,9,8,8,21,7,9,9,9,6,1
107,14,1,13,88,0,0,3,10,10,10,10,8,21,7,9,9,9,6,1
107,14,1,5,80,0,0,6,9,8,8,9,9,21,7,9,9,9,6,0
107,14,1,6,81,0,0,2,7,6,8,6,10,21,7,9,9,9,6,1
108,15,1,3,78,0,0,7,4,7,2,2,1,24,4,8,3,7,2,0
108,15,1,16,91,0,0,9,7,8,7,6,2,24,4,8,3,7,2,1
108,15,1,15,90,0,1,7,7,6,6,4,2,24,4,8,3,7,2,0
108,15,1,18,93,0,0,7,7,7,7,7,4,24,4,8,3,7,2,1
108,15,1,11,86,1,1,10,8,6,7,10,4,24,4,8,3,7,2,1
108,15,1,8,83,0,0,5,7,9,6,7,4,24,4,8,3,7,2,0
108,15,1,1,76,0,1,5,5,5,5,8,5,24,4,8,3,7,2,0
108,15,1,14,89,0,0,9,9,8,10,8,5,24,4,8,3,7,2,0
108,15,1,4,79,1,1,6,6,6,6,6,5,24,4,8,3,7,2,1
108,15,1,10,85,0,0,6,6,6,4,6,5,24,4,8,3,7,2,0
108,15,1,2,77,0,1,9,7,7,9,6,6,24,4,8,3,7,2,0
108,15,1,9,84,1,1,4,0,8,7,7,7,24,4,8,3,7,2,1
108,15,1,7,82,0,1,7,10,10,10,8,8,24,4,8,3,7,2,0
108,15,1,13,88,0,0,8,10,10,5,10,8,24,4,8,3,7,2,1
108,15,1,5,80,0,1,8,8,8,8,8,8,24,4,8,3,7,2,0
108,15,1,17,92,0,1,8,9,10,9,8,9,24,4,8,3,7,2,0
108,15,1,6,81,1,1,7,7,7,8,7,9,24,4,8,3,7,2,1
108,15,1,12,87,0,0,7,9,7,6,7,9,24,4,8,3,7,2,0
109,16,1,9,84,0,0,5,5,9,6,5,0,25,6,9,8,9,8,1
109,16,1,15,90,1,1,6,7,7,5,6,2,25,6,9,8,9,8,1
109,16,1,8,83,0,0,4,8,8,9,6,3,25,6,9,8,9,8,1
109,16,1,3,78,1,1,7,10,10,6,10,3,25,6,9,8,9,8,1
