iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,match
380,2,0,3,2,15,19,4,16,6,402,-0.14,0,29,4,25,20,15,25,10,5,33,14,1,4,8,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,20,20,20,15,15,10,100,0,0,0,0,0,4,7,9,9,9,0
541,11,1,22,2,21,22,3,3,21,529,-0.14,1,22,4,10,25,25,10,10,20,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,40,30,0,20,0,10,10,25,25,20,10,10,8,9,9,9,8,0
544,14,1,28,2,21,22,17,13,17,525,-0.14,0,24,2,10,15,30,20,15,10,23,5,4,3,8,1,7,3,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,15,25,20,10,10,20,20,20,10,20,10,20,7,10,10,9,8,0
238,5,0,9,1,10,9,7,8,5,247,-0.14,0,25,4,20,30,10,15,0,25,27,15,2,3,5,1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,5,15,20,20,15,15,15,50,10,10,25,0,5,10,9,10,9,8,0
402,6,1,12,2,15,18,4,15,2,380,-0.14,0,33,1,20,20,20,15,15,10,29,2,4,1,1,3,4,2,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,25,20,15,25,10,5,25,20,10,20,10,15,6,8,7,10,9,0
348,8,0,15,2,14,18,16,4,4,364,-0.14,0,27,3,25,25,25,15,10,0,21,9,4,3,3,2,6,1,2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,15,25,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,0
525,17,0,33,2,21,22,17,13,14,544,-0.14,0,23,4,15,25,20,10,10,20,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,10,15,30,20,15,10,50,5,5,25,5,10,6,10,8,10,9,0
12,2,1,4,1,1,10,9,5,3,3,-0.14,1,25,2,35,10,35,10,10,0,22,1,2,1,1,1,1,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9,0
265,14,0,27,2,11,21,19,21,11,283,-0.14,0,27,4,50,10,10,10,10,10,32,1,2,3,3,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15,5,45,10,15,10,68,5,10,10,2,5,7,9,7,10,10,0
43,4,1,8,2,2,19,18,8,12,32,-0.13,0,27,4,50,0,50,0,0,0,24,8,2,1,1,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,2,0
73,8,1,16,1,3,10,6,6,5,60,-0.13,0,29,6,5,20,25,15,15,20,22,8,2,7,3,6,4,2,7,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2,30,10,20,30,0,10,20,10,20,30,10,10,7,7,8,7,8,0
27,7,0,13,2,2,16,4,5,1,40,-0.13,0,25,4,25,20,25,20,10,0,22,3,3,1,5,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0
424,3,1,6,1,16,6,2,4,1,416,-0.13,0,25,3,15,20,30,20,5,10,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,17,16,17,17,17,16,25,15,15,15,15,15,7,7,7,7,7,1
367,7,1,14,2,14,20,3,3,10,350,-0.13,1,31,2,12,25,25,8,15,15,27,13,2,6,3,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,30,15,20,25,5,5,20,25,25,10,15,5,7,7,8,7,5,0
23,3,0,5,2,2,16,3,13,13,52,-0.13,0,21,2,15,20,15,30,5,15,21,3,4,9,6,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,8,0
209,16,0,31,2,9,20,20,18,2,215,-0.13,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,28,13,1,7,3,3,6,2,7,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,7,13.04,21.74,17.39,17.39,15.22,15.22,20.93,13.95,13.95,18.6,13.95,18.6,7,9,8,7,8,0
341,1,0,1,2,14,18,5,18,13,373,-0.13,0,29,3,75,5,5,10,0,5,23,13,4,3,10,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10,5,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0
341,1,0,1,2,14,18,5,6,15,375,-0.13,0,27,2,30,20,15,15,8,12,23,13,4,3,10,1,6,1,10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10,5,20,20,20,20,20,0,60,10,10,15,0,5,7,9,9,7,9,0
52,13,1,26,2,2,19,3,15,3,23,-0.13,0,21,4,10,20,40,10,10,10,21,1,2,10,9,1,4,1,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2,5,15,20,15,30,5,15,10,15,20,20,25,10,5,8,6,8,7,0
375,15,1,30,2,14,20,5,6,1,341,-0.13,0,23,4,20,20,20,20,20,0,27,8,2,3,2,1,3,1,1,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,5,30,20,15,15,8,12,30,10,10,15,25,10,8,9,9,8,9,0
78,3,0,5,2,4,18,16,11,8,101,-0.13,0,22,4,40,8,10,12,10,20,23,11,3,1,4,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,8,0
155,14,0,27,2,7,16,5,6,16,173,-0.13,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,27,8,2,5,1,2,5,1,9,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,3,15.09,18.87,18.87,16.98,16.98,13.21,21.95,14.63,12.2,21.95,9.76,19.51,7,10,6,8,9,0
315,8,1,16,2,12,14,13,8,10,302,-0.13,1,21,2,50,5,20,10,5,10,27,5,2,1,4,3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,20,15,20,15,20,10,6,10,6,8,7,0
256,5,0,9,2,11,21,7,18,17,289,-0.13,1,28,4,20,30,10,20,0,20,24,4,4,6,5,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,1
289,17,1,34,2,11,21,7,18,5,256,-0.13,1,24,4,15,25,20,20,10,10,28,8,4,1,2,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,30,20,15,15,20,0,4,9,10,8,8,1
302,10,0,18,2,12,14,13,12,5,312,-0.13,1,23,2,25,5,30,15,5,20,21,3,2,8,7,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,8,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10,0
302,10,0,18,2,12,14,13,8,8,315,-0.13,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,21,3,2,8,7,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,8,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10,0
350,10,0,19,2,14,18,3,3,7,367,-0.13,1,27,2,30,15,20,25,5,5,31,10,2,9,5,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,30,5,10,25,5,25,7,10,6,8,8,0
128,7,1,14,1,5,10,1,6,4,115,-0.13,1,21,2,20,10,30,20,15,5,21,5,2,3,1,1,3,2,5,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,5,40,15,10,20,10,5,25,15,20,20,10,10,8,7,7,8,7,1
177,4,0,7,1,8,10,4,3,5,188,-0.13,1,21,2,15.56,11.11,22.22,15.56,20,15.56,22,13,2,8,3,2,5,2,7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,15.09,16.98,16.98,16.98,18.87,15.09,25,15,15,17.5,12.5,15,9,9,8,9,9,0
517,9,0,17,2,21,22,1,5,15,545,-0.13,0,24,2,20,20,20,20,10,10,30,15,3,1,1,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3,15,20,20,20,5,10,30,20,15,15,10,10,8,9,7,9,7,0
320,13,1,25,2,12,14,12,14,3,296,-0.13,1,28,2,15,20,35,15,5,10,36,7,2,6,8,4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,20,10,10,10,20,10,8,8,9,9,7,0
545,15,1,30,2,21,22,1,5,9,517,-0.13,0,30,3,15,20,20,20,5,10,24,5,2,7,1,1,7,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,20,20,20,20,10,10,20,20,10,20,25,5,8,8,8,9,6,0
115,4,0,7,1,5,10,1,6,7,128,-0.13,1,21,2,40,15,10,20,10,5,21,3,2,10,7,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,3,20,10,30,20,15,5,40,10,20,20,0,10,8,7,8,9,8,1
211,18,0,35,2,9,20,7,7,13,226,-0.13,1,23,2,25.64,17.95,15.38,20.51,10.26,10.26,28,13,2,9,1,2,4,1,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,5,16.36,16.36,18.18,18.18,16.36,14.55,16,16,18,20,14,16,7,9,9,9,9,0
215,2,1,4,2,9,20,20,18,16,209,-0.13,0,28,1,13.04,21.74,17.39,17.39,15.22,15.22,26,8,4,3,1,1,4,1,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,14.89,19.15,21.28,19.15,14.89,10.64,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9,0
32,12,0,23,2,2,16,18,7,4,43,-0.13,0,24,2,25,35,30,10,0,0,27,3,4,1,1,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,3,50,0,50,0,0,0,95,0,0,5,0,0,7,5,9,9,7,0
101,8,1,16,2,4,18,7,2,11,86,-0.13,0,22,2,15,20,20,20,5,20,22,8,4,3,2,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,0
101,8,1,16,2,4,18,16,11,3,78,-0.13,0,23,3,10,25,20,10,20,15,22,8,4,3,2,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,0
271,20,0,39,2,11,21,16,13,13,285,-0.13,0,24,6,20,20,25,25,5,5,23,11,2,10,9,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,10,15,40,15,10,10,30,10,30,10,10,10,9,10,10,9,10,0
312,5,1,10,2,12,14,13,12,10,302,-0.13,1,21,2,50,5,20,10,5,10,23,15,2,3,1,2,4,2,6,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,5,25,5,30,15,5,20,25,20,10,20,15,10,8,7,7,9,9,0
60,5,0,9,1,3,10,6,6,8,73,-0.13,0,22,2,30,10,20,30,0,10,29,3,6,3,10,4,6,2,6,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,5,20,25,15,15,20,60,10,10,10,5,5,7,9,9,9,9,0
373,13,1,26,2,14,20,5,20,1,341,-0.13,0,23,4,20,20,20,20,20,0,29,8,3,3,1,2,5,2,7,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,9,75,5,5,10,0,5,80,5,5,5,5,0,9,8,9,9,9,0
40,1,1,2,2,2,19,4,7,7,27,-0.13,0,22,3,17,10,18,20,25,10,25,4,4,9,6,2,7,7,4,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,5,0
86,11,0,21,2,4,18,7,2,8,101,-0.13,0,22,4,40,8,10,12,10,20,22,3,2,1,1,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,6,15,20,20,20,5,20,40,10,10,10,10,20,7,9,9,9,4,0
173,16,1,32,2,7,16,5,6,14,155,-0.13,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,22,2,2,5,7,1,4,1,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,0
183,10,0,19,1,8,10,3,3,4,187,-0.13,1,26,2,16.98,16.98,18.87,16.98,13.21,16.98,24,11,2,1,1,1,7,3,6,9,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1,5,20,22.5,17.5,22.5,10,7.5,23.68,21.05,13.16,23.68,15.79,2.63,9,7,9,9,7,0
416,1,0,1,1,16,8,2,6,3,424,-0.13,0,24,4,17,16,17,17,17,16,25,3,3,3,3,6,4,1,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,15,20,30,20,5,10,30,10,10,30,10,10,6,7,8,9,6,1
501,6,0,10,1,20,7,1,2,8,508,-0.13,0,36,4,18,10,18,18,18,18,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,7,30,10,20,10,10,20,40,15,5,30,5,5,8,9,8,9,9,0
508,8,1,13,1,20,6,1,1,6,501,-0.13,0,26,2,30,10,20,10,10,20,36,2,4,1,5,3,5,1,10,10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8,7,18,10,18,18,18,18,15,20,20,20,15,10,7,8,8,9,8,0
5,5,0,9,1,1,10,4,5,9,19,-0.13,1,28,2,50,0,25,10,0,15,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1
19,9,1,18,1,1,10,4,5,5,5,-0.13,1,21,2,20,5,25,25,10,15,28,8,2,1,1,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,50,0,25,10,0,15,40,15,20,10,10,5,10,6,10,10,10,1
188,5,1,10,1,8,10,4,3,4,177,-0.13,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,21,5,2,1,1,2,3,1,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,15.56,11.11,22.22,15.56,20,15.56,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,0
318,11,1,21,2,12,14,12,10,3,296,-0.13,0,28,2,15,20,35,15,5,10,29,8,6,1,1,2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,20,20,10,25,15,10,6,10,6,10,10,0
226,13,1,26,2,9,20,7,7,18,211,-0.13,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,23,8,2,1,3,2,3,1,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,3,25.64,17.95,15.38,20.51,10.26,10.26,19.05,16.67,19.05,11.9,19.05,14.29,10,10,10,10,10,0
187,4,1,8,1,8,10,3,3,10,183,-0.13,1,24,2,20,22.5,17.5,22.5,10,7.5,26,8,2,10,5,2,4,1,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,0
285,13,1,26,2,11,21,16,13,20,271,-0.13,0,23,2,10,15,40,15,10,10,24,5,6,1,1,4,6,6,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,0
296,3,0,5,2,12,14,12,14,13,320,-0.13,1,36,2,20,16,16,16,16,16,28,9,2,10,10,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,50,0,10,30,0,10,8,9,6,10,9,0
296,3,0,5,2,12,14,12,10,11,318,-0.13,0,29,6,40,30,10,8,2,10,28,9,2,10,10,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,50,0,10,30,0,10,8,9,6,10,9,0
434,5,0,9,2,17,14,4,11,10,449,-0.12,0,23,6,55,2,1,40,1,1,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,30,15,15,30,0,10,40,10,10,25,0,15,7,7,8,6,4,0
191,8,1,16,1,8,10,6,7,9,182,-0.12,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,28,8,2,6,1,5,4,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,4,20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,7,7,6,7,8,0
255,4,0,7,2,11,21,13,6,6,278,-0.12,0,32,2,25,15,20,25,10,5,26,10,4,3,1,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0
267,16,0,31,2,11,21,21,12,19,291,-0.12,1,27,4,20,20,15,15,12,18,26,10,4,2,2,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4,20,30,10,15,10,15,20,30,20,10,20,10,7,6,5,7,7,0
382,4,0,7,2,15,19,17,14,1,397,-0.12,1,24,2,20,21,21,22,6,10,28,14,2,8,1,2,7,3,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,6,25,25,25,10,10,5,80,0,10,10,0,0,7,7,7,7,10,0
520,12,0,23,2,21,22,9,18,1,531,-0.12,0,25,4,15,30,20,20,10,5,28,11,6,2,1,1,7,1,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,5,25,15,25,15,10,10,40,5,15,20,10,10,8,9,7,8,5,0
524,16,0,31,2,21,22,11,15,15,545,-0.12,0,24,2,20,20,20,20,10,10,25,4,4,9,6,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,15,20,25,20,10,10,35,10,15,20,10,10,5,9,7,8,7,0
157,16,0,31,2,7,16,16,11,13,170,-0.12,1,28,4,16.28,20.93,18.6,18.6,13.95,11.63,28,8,4,5,3,1,6,1,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,14.29,16.33,16.33,18.37,18.37,16.33,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,0
36,16,0,31,2,2,16,6,2,16,55,-0.12,0,23,1,20,25,25,10,10,10,26,2,2,7,8,2,5,2,4,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,6,20,25,20,15,15,5,40,5,10,30,5,10,8,7,8,8,6,0
80,5,0,9,2,4,18,14,1,11,104,-0.12,0,27,2,20,15,25,15,20,5,27,10,4,3,1,1,5,4,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10,20,20,10,20,20,25,20,10,20,10,15,8,8,8,8,8,0
509,1,0,1,2,21,22,21,8,1,531,-0.12,1,25,4,15,30,20,20,10,5,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,10,20,30,10,10,20,50,10,10,10,10,10,5,6,4,8,9,0
24,4,0,7,2,2,16,10,9,11,50,-0.12,0,27,1,35,10,20,15,10,10,27,11,2,2,3,2,6,4,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,10,20,20,15,20,15,35,10,15,20,10,10,7,9,9,8,8,0
25,5,0,9,2,2,16,12,13,1,40,-0.12,0,25,4,25,20,25,20,10,0,25,11,2,10,2,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0
335,4,1,8,1,13,10,4,3,3,324,-0.12,1,23,2,40,10,15,20,10,5,24,3,2,1,8,1,3,3,2,9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,6,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,1
485,5,1,10,2,19,15,9,6,8,473,-0.12,0,34,4,15,20,20,15,15,15,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7,0
485,5,1,10,2,19,15,6,3,3,468,-0.12,0,25,6,15,25,15,15,15,15,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7,0
518,10,0,19,2,21,22,6,10,15,545,-0.12,1,24,2,20,20,20,20,10,10,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,20,25,25,30,5,5,35,10,10,30,5,10,6,9,8,8,7,0
234,1,0,1,1,10,9,8,8,9,251,-0.12,1,33,6,19,19,19,19,19,5,22,3,6,1,5,3,7,3,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,5,20,20,20,10,10,20,75,1,1,3,10,10,7,7,8,8,10,0
278,6,1,12,2,11,21,13,6,4,255,-0.12,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,32,5,2,1,1,1,3,1,2,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,8,25,15,20,25,10,5,25,15,20,25,10,5,8,8,8,8,8,0
468,3,0,5,2,19,15,6,3,5,485,-0.12,0,29,1,20,15,20,15,15,15,25,13,6,5,2,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,15,25,15,15,15,15,30,15,20,15,10,10,8,9,6,8,8,0
182,9,0,17,1,8,10,6,7,8,191,-0.12,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,22,4,1,7,5,1,4,3,4,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1,6,16.07,17.86,17.86,17.86,17.86,12.5,19.23,15.38,15.38,17.31,15.38,17.31,8,8,8,8,10,0
511,3,0,5,2,21,22,15,11,14,544,-0.12,1,23,4,15,25,20,10,10,20,23,5,4,2,2,2,7,3,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,6,20,10,10,30,15,15,60,5,10,10,5,10,8,4,10,8,8,0
545,15,1,30,2,21,22,11,15,16,524,-0.12,0,25,4,15,20,25,20,10,10,24,5,2,7,1,1,7,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,20,20,20,20,10,10,20,20,10,20,25,5,8,8,8,9,6,0
545,15,1,30,2,21,22,6,10,10,518,-0.12,1,23,2,20,25,25,30,5,5,24,5,2,7,1,1,7,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,20,20,20,20,10,10,20,20,10,20,25,5,8,8,8,9,6,0
403,7,1,14,2,15,18,6,10,18,396,-0.12,0,25,4,15,18,18,18,15,16,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,20,25,20,15,5,15,25,20,10,20,15,10,4,8,7,9,9,0
91,16,0,31,2,4,18,11,17,2,95,-0.12,0,26,2,18,18,18,19,13,14,25,1,6,6,8,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0
201,8,0,15,2,9,20,9,8,6,219,-0.12,1,26,2,16.28,16.28,18.6,16.28,16.28,16.28,25,8,2,8,8,1,4,2,7,8,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6,2,15.38,17.31,17.31,17.31,17.31,15.38,25.71,17.14,14.29,22.86,8.57,11.43,7,8,9,9,8,0
104,11,1,22,2,4,18,14,1,5,80,-0.12,0,27,4,10,20,20,10,20,20,27,10,2,6,8,2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0
170,13,1,26,2,7,16,16,11,16,157,-0.12,1,28,4,14.29,16.33,16.33,18.37,18.37,16.33,28,10,4,2,1,1,5,3,4,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,16.28,20.93,18.6,18.6,13.95,11.63,17.78,15.56,15.56,17.78,20,13.33,7,8,6,9,8,0
271,20,0,39,2,11,21,16,11,7,279,-0.12,1,25,2,27,15,28,10,10,10,23,11,2,10,9,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,10,15,40,15,10,10,30,10,30,10,10,10,9,10,10,9,10,0
291,19,1,38,2,11,21,21,12,16,267,-0.12,1,26,4,20,30,10,15,10,15,27,10,4,5,5,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,15,20,20,5,10,6,9,7,9,9,0
198,5,0,9,2,9,20,14,13,6,219,-0.12,0,26,2,16.28,16.28,18.6,16.28,16.28,16.28,23,13,4,8,5,2,2,3,7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,6,15.38,19.23,17.31,19.23,9.62,19.23,25.64,17.95,12.82,15.38,15.38,12.82,7,9,7,9,7,0
544,14,1,28,2,21,22,15,11,3,511,-0.12,1,23,4,20,10,10,30,15,15,23,5,4,3,8,1,7,3,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,15,25,20,10,10,20,20,20,10,20,10,20,7,10,10,9,8,0
40,1,1,2,2,2,19,12,15,5,25,-0.12,0,25,2,20,20,15,15,15,15,25,4,4,9,6,2,7,7,4,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,5,0
55,16,1,32,2,2,19,6,2,16,36,-0.12,0,26,2,20,25,20,15,15,5,23,1,1,1,1,6,4,2,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,20,25,25,10,10,10,20,20,20,10,20,10,6,10,10,9,10,0
219,6,1,12,2,9,20,9,8,8,201,-0.12,1,25,2,15.38,17.31,17.31,17.31,17.31,15.38,26,8,2,1,1,1,3,2,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,16.28,16.28,18.6,16.28,16.28,16.28,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,0
219,6,1,12,2,9,20,14,13,5,198,-0.12,0,23,4,15.38,19.23,17.31,19.23,9.62,19.23,26,8,2,1,1,1,3,2,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,16.28,16.28,18.6,16.28,16.28,16.28,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,0
